SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
,,,,,,,,NA,BSE_ONLY,526664.0,ANUGWOO,ANUGRAHA WOOD PRODUCTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE008N01018,BSE_ONLY,526675.0,TIRTPLS,TIRTH PLASTIC LTD.,Suspended,P ,10.0,INE008N01018,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE622A01013,BSE_ONLY,526681.0,SAISERVQ,SAI SERVICE STATION LTD.,Delisted,B ,10.0,INE622A01013,,Equity
,,,,,,,,INE275F01019,BSE_ONLY,526683.0,HOTELRUGBY,HOTEL RUGBY LTD.,Active,T ,10.0,INE275F01019,Hotels,Equity
,,,,,,,,INE119C01016,BSE_ONLY,526685.0,CROCH,CROSS COUNTRY HOTELS LTD.,Delisted,Z ,10.0,INE119C01016,,Equity
,,,,,,,,INE138D01014,BSE_ONLY,526689.0,FENOPLAS,FENOPLAST LTD.-$,Active,XT,10.0,INE138D01014,Plastic Products,Equity
,,,,,,,,INE384M01015,BSE_ONLY,526691.0,PRETLEA,PRETTO LEATHER INDUSTRIES LTD.,Suspended,Z ,10.0,INE384M01015,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE571C01018,BSE_ONLY,526693.0,MAYHO,MAYANK HOTELS LTD.,Delisted,Z ,10.0,INE571C01018,Hotels,Equity
,,,,,,,,NA,BSE_ONLY,526695.0,MICALEADM,MICAM LEATHER EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526697.0,KASIHSG,KASI HOUSING &amp; DEVELOPMENT LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526699.0,ABCOPLS,ABCO PLASTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526701.0,SAMASOKDM,SAMRAT ASHOKA EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526706.0,TURBOIN,ALCHEMIST LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE964B01033,BSE_ONLY,526707.0,ALCHEM,ALCHEMIST LTD.,Active,T ,10.0,INE964B01033,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE839A01021,BSE_ONLY,526709.0,BITS,BITS LTD.,Suspended,XT,2.0,INE839A01021,IT Software Products,Equity
,,,,,,,,INE627D01016,BSE_ONLY,526711.0,ADARSHPL,ADARSH PLANT PROTECT LTD.,Suspended,XT,10.0,INE627D01016,Agrochemicals,Equity
,,,,,,,,NA,BSE_ONLY,526713.0,STIEFELDM,STIEFEL UND SCHUH INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526719.0,MISOFPP,MISOFPP,Delisted,Z ,0.5,NA          ,,Equity
,,,,,,,,INE653C01022,BSE_ONLY,526721.0,NICCOPAR,NICCO PARKS &amp; RESORTS LTD.-$,Active,XT,1.0,INE653C01022,Other Leisure Facilities,Equity
,,,,,,,,INE025B01017,BSE_ONLY,526729.0,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,10.0,INE025B01017,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE630D01010,BSE_ONLY,526731.0,BRIGHTBR,BRIGHT BROTHERS LTD.-$,Active,XT,10.0,INE630D01010,Containers &amp; Packaging,Equity
,,,,,,,,INE658A01017,BSE_ONLY,526733.0,SUASHDIM,SUASHISH DIAMONDS LTD.,Delisted,B ,10.0,INE658A01017,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE501O01036,BSE_ONLY,526735.0,EXCAST,Excel Castronics Limited,Active,Z ,2.0,INE501O01036,Commodity Chemicals,Equity
,,,,,,,,INE871E01018,BSE_ONLY,526737.0,CORPOCO,CORPORATE COURIER AND CARGO LTD.,Active,XT,10.0,INE871E01018,Transportation - Logistics,Equity
,,,,,,,,NA,BSE_ONLY,526743.0,NATCOMS,NATCO POLYPLAST LTD.,Delisted,P ,10.0,NA          ,Containers &amp; Packaging,Equity
,,,,,,,,NA,BSE_ONLY,526745.0,ZOCTNMMS,OCTANORM INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526749.0,SUNDERADM,SUNDERBAN AQUATIC FARMS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE915E01013,BSE_ONLY,526751.0,GRATEXI,GRATEX INDUSTRIES LTD.,Active,XT,10.0,INE915E01013,Paper &amp; Paper Products,Equity
,,,,,,,,NA,BSE_ONLY,526757.0,GANPTMSDM,GANAPATI EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526759.0,VIAMEDI,VIA MEDIA INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526763.0,MULTILA,MULTILAC SURFACE COATING (I) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526767.0,SOUTHFUEL,SOUTHERN FUEL LTD.,Suspended,P ,10.0,NA          ,Coal,Equity
,,,,,,,,NA,BSE_ONLY,526777.0,NWPLAMS,NEW PLASTOMERS INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE934C01018,BSE_ONLY,526783.0,DRAGARWQ,DR.AGARWAL'S EYE HOSPITAL LTD.-$,Active,XT,10.0,INE934C01018,Healthcare Services,Equity
,,,,,,,,INE774A01012,BSE_ONLY,526785.0,CRESTANI,CREST ANIMATION STUDIOS LTD.,Suspended,Z ,10.0,INE774A01012,Movies &amp; Entertainment,Equity
,,,,,,,,NA,BSE_ONLY,526787.0,EUROMMS,EURO MARINE PRODUCTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE154C01013,BSE_ONLY,526789.0,NOELA,NOEL AGRITECH LTD.,Delisted,P ,10.0,INE154C01013,Other Agricultural Products,Equity
,,,,,,,,NA,BSE_ONLY,526791.0,INGERMS,INDO-GERMA PRODUCTS LTD.,Delisted,P ,10.0,NA          ,Furniture-Furnishing-Paints,Equity
,,,,,,,,NA,BSE_ONLY,526793.0,ARVRAMS,ARVIND RASHAYANA UDYOG LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE007G01014,BSE_ONLY,526795.0,MHSGRMS,MAHASAGAR TRAVELS LTD.,Active,P ,10.0,INE007G01014,Surface Transportation,Equity
,,,,,,,,INE338N01019,BSE_ONLY,526799.0,UNQTYMI,UNION QUALITY PLASTICS LTD.,Active,XT,10.0,INE338N01019,Containers &amp; Packaging,Equity
,,,,,,,,INE474B01017,BSE_ONLY,526801.0,PSL,PSL LTD.,Active,B ,10.0,INE474B01017,Construction &amp; Engineering,Equity
,,,,,,,,NA,BSE_ONLY,526803.0,OBROIMSDM,OBEROI PLASTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE079B01014,BSE_ONLY,526805.0,AMICOMP,AMI COMPUTERS (I) LTD.,Delisted,XD,10.0,INE079B01014,IT Software Products,Equity
,,,,,,,,NA,BSE_ONLY,526811.0,SATALMS,SAATAL KATTHA &amp; CHEMICALS LTD.,Suspended,P ,10.0,NA          ,Other Food Products,Equity
,,,,,,,,INE753B01014,BSE_ONLY,526813.0,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,Active,XT,10.0,INE753B01014,Cigarettes-Tobacco Products,Equity
,,,,,,,,NA,BSE_ONLY,526815.0,RJPNTMS-B,RJPNTMS-B,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526819.0,TRNLMMS,TRANSLAM LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE016C01014,BSE_ONLY,526823.0,RAJINFRA,Rajeswari Infrastructure Limited,Active,XT,10.0,INE016C01014,Realty,Equity
,,,,,,,,NA,BSE_ONLY,526831.0,NAINAMS,NAINA SEMICONDUCTOR LTD.,Suspended,P ,10.0,NA          ,Electronic Components,Equity
,,,,,,,,INE151O01014,BSE_ONLY,526833.0,ANNTHMS,ANANTHI CONSTRUCTIONS LTD.,Suspended,P ,10.0,INE151O01014,Realty,Equity
,,,,,,,,INE056B01012,BSE_ONLY,526835.0,SILKTEX,SILKTEX LTD.-$,Delisted,XT,10.0,INE056B01012,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,526837.0,ANUSHMS,ANUSHA INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE413C01013,BSE_ONLY,526839.0,SIPL,SHELTER INFRA PROJECTS LTD.-$,Suspended,XT,10.0,INE413C01013,Construction &amp; Engineering,Equity
,,,,,,,,INE794C01016,BSE_ONLY,526841.0,SHAKTIPR,SHAKTI PRESS LTD.,Suspended,Z ,10.0,INE794C01016,Comm.Printing/Stationery,Equity
,,,,,,,,INE590F01029,BSE_ONLY,526843.0,ATLANTADEV,Atlanta Devcon Limited,Active,XT,10.0,INE590F01029,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE338C01012,BSE_ONLY,526847.0,ASHSI,ASHIRWAD STEELS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE338C01012,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE480H01011,BSE_ONLY,526851.0,AREXMIS,AREX INDUSTRIES LTD.,Active,XT,10.0,INE480H01011,Textiles,Equity
,,,,,,,,INE986A01012,BSE_ONLY,526853.0,BI,BILCARE LTD.-$,Active,XT,10.0,INE986A01012,Healthcare Supplies,Equity
,,,,,,,,NA,BSE_ONLY,526855.0,MADHUFN,MADHUMILAN FINCORP LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526857.0,MAJESIN,MAJESTIC INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE988D01012,BSE_ONLY,526861.0,RISHILASE,RISHI LASER LTD.,Active,XT,10.0,INE988D01012,Industrial Machinery,Equity
,,,,,,,,NA,BSE_ONLY,526863.0,MBINDUS,M.B INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE795E01019,BSE_ONLY,526869.0,KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD.,Suspended,XT,10.0,INE795E01019,Finance (including NBFCs),Equity
,,,,,,,,NA,BSE_ONLY,526875.0,MGGLOMF,MGGLOMF,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE487C01017,BSE_ONLY,526879.0,UTLTD,UT LTD.,Suspended,Z ,10.0,INE487C01017,Industrial Machinery,Equity
,,,,,,,,INE147D01015,BSE_ONLY,526887.0,INDOCRED,INDO CREDIT CAPITAL LTD.,Active,XT,10.0,INE147D01015,Finance (including NBFCs),Equity
,,,,,,,,INE312E01013,BSE_ONLY,526893.0,SRINIHAT,SRINIVASA HATCHERIES LTD.-$,Delisted,B ,10.0,INE312E01013,Packaged Foods,Equity
,,,,,,,,INE203C01018,BSE_ONLY,526895.0,ODISEDM,ODISSI SECURITIES LTD.,Delisted,B ,10.0,INE203C01018,,Equity
,,,,,,,,NA,BSE_ONLY,526897.0,HEXPHAR,HEXONE PHARMACEUTICALS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE344I01017,BSE_ONLY,526901.0,SONALAD,SONAL ADHESIVES LTD.,Active,XT,10.0,INE344I01017,Commodity Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,526903.0,ROTOFIX,ROTOFLEX INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE743D01011,BSE_ONLY,526905.0,PADMAIND,Padmanabh Industries Limited,Active,XT,10.0,INE743D01011,Commodity Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,526913.0,YOGIPLY,YOGI POLYESTERS LTD.,Delisted,P ,10.0,NA          ,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,526915.0,UNQAGRO,UNIQUE AGRO PROCESSORS (INDIA) LTD.,Delisted,P ,10.0,NA          ,Edible Oils,Equity
,,,,,,,,NA,BSE_ONLY,526919.0,ALPEXPS,ALP EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,526923.0,KUMAKAIND,KUMAKA INDUSTIES LTD.,Suspended,P ,10.0,NA          ,Commodity Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,526933.0,KONAROR,KONAR ORGANICS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE377D01018,BSE_ONLY,526935.0,MBPARIKH,M.B.PARIKH FINSTOCKS LTD.,Active,XT,10.0,INE377D01018,Other Financial Services,Equity
,,,,,,,,NA,BSE_ONLY,526937.0,MNGLPRODM,MANGAL PROCESSING MILL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE116E01018,BSE_ONLY,526941.0,VAICC,VAISHNO CEMENT CO.LTD.,Active,P ,10.0,INE116E01018,Cement &amp; Cement Products,Equity
,,,,,,,,INE818E01019,BSE_ONLY,526943.0,SHARAVE,SHREE ARAVELI FINLEASE LTD.,Delisted,Z ,10.0,INE818E01019,,Equity
,,,,,,,,INE069D01011,BSE_ONLY,526949.0,GUJOC,GUJARAT OPTICAL COMMUNICATION LTD.,Delisted,Z ,10.0,INE069D01011,,Equity
,,,,,,,,INE707D01016,BSE_ONLY,526955.0,ABLBIO,ABL BIOTECHNOLOGIES LTD.,Suspended,Z ,10.0,INE707D01016,Pharmaceuticals,Equity
,,,,,,,,INE493E01029,BSE_ONLY,526957.0,UVBOARDS,UV BOARDS LTD.,Suspended,XT,2.0,INE493E01029,Forest Products,Equity
,,,,,,,,INE374J01012,BSE_ONLY,526959.0,WOODSVILA,WOODSVILLA LTD.,Active,P ,10.0,INE374J01012,Hotels,Equity
,,,,,,,,INE404B01014,BSE_ONLY,526961.0,TRANSFIN,TRANS FINANCIAL RESOURCES LTD.,Active,XT,10.0,INE404B01014,Finance (including NBFCs),Equity
,,,,,,,,INE044C01016,BSE_ONLY,526963.0,GLBFN,GLOBAL FINANCE AND SECURITIES LTD.,Delisted,Z ,10.0,INE044C01016,,Equity
,,,,,,,,INE372D01019,BSE_ONLY,526965.0,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Active,XT,10.0,INE372D01019,Containers &amp; Packaging,Equity
,,,,,,,,INE025D01013,BSE_ONLY,526967.0,HEERAISP,HEERA ISPAT LTD.,Active,Z ,10.0,INE025D01013,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,NA,BSE_ONLY,526973.0,CLASPRS,CLASSIC PRESS (INTERNATIONAL) LTD.,Delisted,P ,10.0,NA          ,Paper &amp; Paper Products,Equity
,,,,,,,,NA,BSE_ONLY,526975.0,AWASAYO,AWAS AYOGEN VITTNIGAM LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE318P01016,BSE_ONLY,526977.0,CRIMSON,Crimson Metal Engineering Company Ltd,Active,P ,10.0,INE318P01016,Iron &amp; Steel Products,Equity
,,,,,,,,INE823C01013,BSE_ONLY,526979.0,SIDIN,SIDH INDUSTRIES LTD.,Delisted,Z ,10.0,INE823C01013,,Equity
,,,,,,,,INE760M01016,BSE_ONLY,526983.0,ASHOKRE,ASHOKA REFINERIES LTD.,Active,P ,10.0,INE760M01016,Other Agricultural Products,Equity
,,,,,,,,INE971C01010,BSE_ONLY,526985.0,AKSCRE,AKS CREDITS LTD.,Delisted,B ,10.0,INE971C01010,,Equity
,,,,,,,,NA,BSE_ONLY,526989.0,ORIREME,ORIENTAL REMEDIES &amp; HERBALS LTD.,Suspended,P ,10.0,NA          ,Pharmaceuticals,Equity
,,,,,,,,INE445A01019,BSE_ONLY,526991.0,ATLASCOPCO,ATLAS COPCO (INDIA) LTD.-$,Delisted,A ,10.0,INE445A01019,Industrial Machinery,Equity
,,,,,,,,NA,BSE_ONLY,527003.0,SVOYHERDM,SAVOY HERBALS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE847D01010,BSE_ONLY,527005.0,SHREEPAC,SHREE PACETRONIX LTD.,Active,XT,10.0,INE847D01010,Healthcare Supplies,Equity
,,,,,,,,INE834A01014,BSE_ONLY,527007.0,ATCOM,ATCOM TECHNOLOGIES LTD.,Suspended,B ,10.0,INE834A01014,Other Elect.Equip./ Prod.,Equity
,,,,,,,,INE558B01017,BSE_ONLY,530011.0,MANGCHEFER,MANGALORE CHEMICALS &amp; FERTILIZERS LTD.,Active,B ,10.0,INE558B01017,Fertilizers,Equity
,,,,,,,,NA,BSE_ONLY,530021.0,ASIAREF,ASIA REFINERY LTD.,Delisted,P ,10.0,NA          ,Refineries/ Petro-Products,Equity
,,,,,,,,INE607G01011,BSE_ONLY,530025.0,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Active,XT,10.0,INE607G01011,Misc.Commercial Services,Equity
,,,,,,,,INE563D01013,BSE_ONLY,530027.0,AADIIND,AADI INDUSTRIES LTD.,Suspended,Z ,10.0,INE563D01013,Fibres &amp; Plastics,Equity
,,,,,,,,NA,BSE_ONLY,530029.0,MHTSULF-B,MEHTA SULFITES (INDIA) LTD.,Delisted,P ,10.0,NA          ,Commodity Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,530031.0,ORIQUAL,ORIQUA LTD.,Delisted,P ,10.0,NA          ,Packaged Foods,Equity
,,,,,,,,INE526D01010,BSE_ONLY,530033.0,MOONB,MOONBEAM INDUSTRIES LTD.,Suspended,Z ,10.0,INE526D01010,Textiles,Equity
,,,,,,,,INE612D01018,BSE_ONLY,530035.0,SANTOSHF,SANTOSH FINE-FAB LTD.,Active,XT,10.0,INE612D01018,Textiles,Equity
,,,,,,,,INE618F01010,BSE_ONLY,530037.0,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,Active,XT,10.0,INE618F01010,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,530041.0,YAMAPLY,YAMA POLYMERS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE090D01017,BSE_ONLY,530045.0,TITANSEC,TITAN SECURITIES LTD.,Active,XT,10.0,INE090D01017,Finance (including NBFCs),Equity
,,,,,,,,INE313D01013,BSE_ONLY,530047.0,RAIREKMOH,RAI SAHEB REKHCHAND MOHOTA SPG.&amp; WVG.MILLS LTD.,Active,B ,10.0,INE313D01013,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,530051.0,MAMTAST,MAMTA STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE264N01017,BSE_ONLY,530055.0,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,Active,XT,10.0,INE264N01017,Misc.Commercial Services,Equity
,,,,,,,,INE087D01013,BSE_ONLY,530059.0,MAHASHR,MAHARAJA SHREE UMAID MILLS LTD.-$,Delisted,B ,10.0,INE087D01013,Textiles,Equity
,,,,,,,,INE777M01010,BSE_ONLY,530061.0,ROCKTHR,ROCKLAND THERMIONICS LTD.,Suspended,ZP,10.0,INE777M01010,Other Industrial Goods,Equity
,,,,,,,,INE254C01011,BSE_ONLY,530064.0,NAGDRUG,NAGARJUNA DRUGS LTD.,Delisted,XD,10.0,INE254C01011,Pharmaceuticals,Equity
,,,,,,,,INE689J01013,BSE_ONLY,530065.0,LORDSHOTL,Lords Ishwar Hotels Limited,Active,XT,10.0,INE689J01013,Hotels,Equity
,,,,,,,,INE749D01026,BSE_ONLY,530069.0,PROTODEV,PROTO DEVELOPERS &amp; TECHNOLOGIES LTD.,Suspended,Z ,1.0,INE749D01026,IT Software Products,Equity
,,,,,,,,INE989A01024,BSE_ONLY,530073.0,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B ,2.0,INE989A01024,Transport Related Services,Equity
,,,,,,,,NA,BSE_ONLY,530083.0,MOTMIND,MOTHER MIRA INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,NA,BSE_ONLY,530085.0,ITALJEW,ITALIAN JEWELLERY MANUFACTURING CO.LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530087.0,EUROIND,EURO INDUSTRIES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530089.0,GODRICH,GODRICH FINANCE AND SECURITIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE622B01045,BSE_ONLY,530091.0,ZYDEN,ZYDEN GENTEC LTD.,Suspended,XT,2.0,INE622B01045,Pharmaceuticals,Equity
,,,,,,,,INE715F01014,BSE_ONLY,530093.0,ACEEDU,ACE Edutrend Ltd,Active,XT,10.0,INE715F01014,Education,Equity
,,,,,,,,NA,BSE_ONLY,530097.0,XYLONLQ,XYLON LOQUITUR DISTILLERS &amp; VINTNERS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530099.0,TRENDES,TRENDEASTWEST LPG BOTTLING LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530101.0,LADAMFN,LADAM FINANCE LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530105.0,KRNTCHE,KARNATAKA CHEMICAL INDUSTRIES CORP.LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE276E01010,BSE_ONLY,530113.0,MAREXDM,MARDIA EXTRUSIONS LTD.,Delisted,B ,10.0,INE276E01010,,Equity
,,,,,,,,INE374D01015,BSE_ONLY,530115.0,IBINDDM,IB INDUSTRIES LTD.,Delisted,B ,10.0,INE374D01015,,Equity
,,,,,,,,INE444D01016,BSE_ONLY,530119.0,NATRAJPR,NATRAJ PROTEINS LTD.,Active,XT,10.0,INE444D01016,Edible Oils,Equity
,,,,,,,,NA,BSE_ONLY,530123.0,SUSHANTDM,SUSHANT CAPITAL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE810B01012,BSE_ONLY,530143.0,PENNA,PENNAR AQUA EXPORTS LTD.,Delisted,Z ,10.0,INE810B01012,,Equity
,,,,,,,,NA,BSE_ONLY,530147.0,KAPRIPH,KAPRINAS PHARMACEUTICALS &amp; CHEMICALS LTD.,Delisted,P ,10.0,NA          ,Pharmaceuticals,Equity
,,,,,,,,INE996B01019,BSE_ONLY,530153.0,JOLLYRID,JOLLY RIDES LTD.,Delisted,XD,10.0,INE996B01019,Other Leisure Facilities,Equity
,,,,,,,,INE844F01012,BSE_ONLY,530155.0,TONIRPHQ,TONIRA PHARMA LTD.,Delisted,B ,10.0,INE844F01012,Pharmaceuticals,Equity
,,,,,,,,NA,BSE_ONLY,530159.0,GLDCRSC,GOLDCREST SECURITIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE236P01010,BSE_ONLY,530161.0,GARODCH,GARODIA CHEMICALS LTD.,Active,P ,10.0,INE236P01010,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE817B01025,BSE_ONLY,530163.0,KERALAYUR,KERALA AYURVEDA LTD.,Active,XT,10.0,INE817B01025,Pharmaceuticals,Equity
,,,,,,,,INE924C01019,BSE_ONLY,530165.0,KANCHAN,KANCHAN INTERNATIONAL LTD.,Delisted,XT,10.0,INE924C01019,Houseware,Equity
,,,,,,,,INE153K01018,BSE_ONLY,530167.0,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Active,XT,10.0,INE153K01018,Finance (including NBFCs),Equity
,,,,,,,,INE388C01017,BSE_ONLY,530169.0,MOHITPPR,MOHIT PAPER MILLS LTD.,Active,XT,10.0,INE388C01017,Paper &amp; Paper Products,Equity
,,,,,,,,INE473F01010,BSE_ONLY,530173.0,OSCARGLO,OSCAR GLOBAL LTD.,Active,XT,10.0,INE473F01010,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE015F01019,BSE_ONLY,530179.0,RSCINT,RSC INTERNATIONAL LTD.,Active,XT,10.0,INE015F01019,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,530181.0,SARTHAK,SARTHAK SECURITIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530183.0,SCOTTEX,SCOTTEX INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,530189.0,PALAYPU,PALAYPU FINANCIAL &amp; INVESTMENT SERVICES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE662C01015,BSE_ONLY,530191.0,CHROMATIC,CHROMATIC INDIA LTD.,Active,B ,10.0,INE662C01015,Specialty Chemicals,Equity
,,,,,,,,INE248F01016,BSE_ONLY,530193.0,INTERDIA,INTERNATIONAL DIAMOND SERVICES LTD.,Delisted,XD,10.0,INE248F01016,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE111L01014,BSE_ONLY,530195.0,GAZIFIN,GAZI FINANCIAL SERVICES &amp; INVESTMENTS LTD.,Suspended,P ,10.0,INE111L01014,Misc.Commercial Services,Equity
,,,,,,,,INE365H01014,BSE_ONLY,530197.0,BAGADIA,BAGADIA COLOURCHEM LTD.,Suspended,XT,10.0,INE365H01014,Specialty Chemicals,Equity
,,,,,,,,INE083B01016,BSE_ONLY,530199.0,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10.0,INE083B01016,Pharmaceuticals,Equity
,,,,,,,,NA,BSE_ONLY,530203.0,SANGHAS,SANGHVI ASBESTOS CEMENTS LTD.,Delisted,P ,10.0,NA          ,Cement &amp; Cement Products,Equity
,,,,,,,,INE892G01019,BSE_ONLY,530205.0,BLJIGAL,BALAJI GALVANISING INDUSTRIES LTD.,Suspended,P ,10.0,INE892G01019,Iron &amp; Steel Products,Equity
,,,,,,,,INE899B01015,BSE_ONLY,530207.0,BRAWN,BRAWN BIOTECH LTD.,Active,XT,10.0,INE899B01015,Pharmaceuticals,Equity
,,,,,,,,NA,BSE_ONLY,530211.0,AECENTP,AEC ENTERPRISES LTD.,Delisted,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE501D01013,BSE_ONLY,530213.0,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,XT,10.0,INE501D01013,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,INE536C01029,BSE_ONLY,530219.0,NUTRICIRCLE,Nutricircle Ltd,Active,XT,10.0,INE536C01029,Other Apparels &amp; Accessories,Equity
,,,,,,,,INE941B01015,BSE_ONLY,530221.0,SARITASO,SARITA SOFTWARE &amp; INDUSTRIES LTD.,Delisted,XD,10.0,INE941B01015,Textiles,Equity
,,,,,,,,NA,BSE_ONLY,530223.0,SPANDYE,SPAN DYESTUFF INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Specialty Chemicals,Equity
,,,,,,,,NA,BSE_ONLY,530225.0,RAJMINC,RAJENDRA MINING SPARES CO.LTD.,Delisted,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
,,,,,,,,NA,BSE_ONLY,530229.0,SHARODW,SHAKTI RODS &amp; WIRES LTD.,Delisted,P ,10.0,NA          ,Copper,Equity
,,,,,,,,INE690D01014,BSE_ONLY,530231.0,SUBSM,SUBHASH SILK MILLS LTD.,Active,XT,10.0,INE690D01014,Textiles,Equity
,,,,,,,,INE853H01019,BSE_ONLY,530237.0,GANDHHO,GANDHINAGAR HOTELS LTD.,Suspended,Z ,10.0,INE853H01019,Hotels,Equity
