SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,LISTING_SOURCE
MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10,INE943D01017,532440,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,Comm.Printing/Stationery,Equity,BOTH
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10,INE883A01011,500290,MRF,MRF LTD.,Active,A ,10.0,INE883A01011,Auto Tyres &amp; Rubber Products,Equity,BOTH
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10,INE103A01014,500109,MRPL,MANGALORE REFINERY &amp; PETROCHEMICALS LTD.,Active,A ,10.0,INE103A01014,Refineries/ Petro-Products,Equity,BOTH
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10,INE752G01015,532650,MSPL,MSP STEEL &amp; POWER LTD.,Active,T ,10.0,INE752G01015,Iron &amp; Steel Products,Equity,BOTH
MTEDUCARE,MT Educare Limited,BE,12-APR-2012,10,1,INE472M01018,10,INE472M01018,534312,MTEDUCARE,MT EDUCARE LTD.,Active,T ,10.0,INE472M01018,Education,Equity,BOTH
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10,INE153A01019,500108,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B ,10.0,INE153A01019,Telecom Services,Equity,BOTH
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10,INE304A01026,500460,MUKANDLTD,MUKAND LTD.,Active,B ,10.0,INE304A01026,Iron &amp; Steel/Interm.Products,Equity,BOTH
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5,INE374B01019,532357,MUKTAARTS,MUKTA ARTS LTD.,Active,B ,5.0,INE374B01019,Movies &amp; Entertainment,Equity,BOTH
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2,INE672B01032,520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B ,2.0,INE672B01032,Auto Parts &amp; Equipment,Equity,BOTH
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2,INE577A01027,520043,MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B ,2.0,INE577A01027,Auto Parts &amp; Equipment,Equity,BOTH
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10,INE692B01014,515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.0,INE692B01014,Furniture-Furnishing-Paints,Equity,BOTH
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10,INE296G01013,511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10.0,INE296G01013,Finance (including NBFCs),Equity,BOTH
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10,INE414G01012,533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.0,INE414G01012,Finance (including NBFCs),Equity,BOTH
NACLIND,NACL Industries Limited,BE,07-APR-2017,1,1,INE295D01020,1,INE295D01020,524709,NACLIND,NACL Industries Ltd,Active,B ,1.0,INE295D01020,Agrochemicals,Equity,BOTH
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1,1,INE454M01024,1,INE454M01024,539917,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,B ,1.0,INE454M01024,Fertilizers,Equity,BOTH
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,BE,18-SEP-2007,5,1,INE245I01016,5,INE245I01016,532895,NAGREEKCAP,NAGREEKA CAPITAL &amp; INFRASTRUCTURE LTD.,Active,B ,5.0,INE245I01016,Investment Companies,Equity,BOTH
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5,INE123B01028,521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,T ,5.0,INE123B01028,Textiles,Equity,BOTH
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5,INE049I01012,532952,NAHARCAP,NAHAR CAPITAL &amp; FINANCIAL SERVICES LTD.,Active,B ,5.0,INE049I01012,Investment Companies,Equity,BOTH
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10,INE289A01011,519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Active,B ,10.0,INE289A01011,Textiles,Equity,BOTH
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5,INE308A01027,523391,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5.0,INE308A01027,Textiles,Equity,BOTH
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5,INE290A01027,500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.0,INE290A01027,Textiles,Equity,BOTH
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10,INE298J01013,540767,RNAM,Reliance Nippon Life Asset Management Ltd,Active,B ,10.0,INE298J01013,Other Financial Services,Equity,BOTH
NATCAPSUQ,Natural Capsules Limited,EQ,14-FEB-2025,10,1,INE936B01015,10,INE936B01015,524654,NATCAPSUQ,NATURAL CAPSULES LTD.,Active,XT,10.0,INE936B01015,Pharmaceuticals,Equity,BOTH
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2,INE987B01026,524816,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2.0,INE987B01026,Pharmaceuticals,Equity,BOTH
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10,INE448G01010,537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,B ,10.0,INE448G01010,Other Agricultural Products,Equity,BOTH
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5,INE139A01034,532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.0,INE139A01034,Aluminium,Equity,BOTH
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2,INE048G01026,532504,NAVINFLUOR,Navin Fluorine International Limited-$,Active,B ,2.0,INE048G01026,Commodity Chemicals,Equity,BOTH
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10,INE278M01019,539332,NAVKARCORP,Navkar Corporation Ltd,Active,A ,10.0,INE278M01019,Transport Related Services,Equity,BOTH
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2,INE060A01024,508989,NAVNETEDUL,Navneet Education Limited,Active,B ,2.0,INE060A01024,Publishing,Equity,BOTH
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2,INE868B01028,500294,NCC,NCC Limited,Active,A ,2.0,INE868B01028,Construction &amp; Engineering,Equity,BOTH
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10,INE732C01016,502168,NCLIND,NCL INDUSTRIES LTD.-$,Active,B ,10.0,INE732C01016,Cement &amp; Cement Products,Equity,BOTH
NDLVENTURE,NDL Ventures Limited,EQ,24-APR-2007,10,1,INE353A01023,10,INE353A01023,500189,HINDUJAVEN,HINDUJA VENTURES LTD.,Active,B ,10.0,INE353A01023,Broadcasting &amp; Cable TV,Equity,BOTH
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4,INE155G01029,532529,NDTV,NEW DELHI TELEVISION LTD.,Active,B ,4.0,INE155G01029,Broadcasting &amp; Cable TV,Equity,BOTH
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10,INE553C01016,534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10.0,INE553C01016,Transportation - Logistics,Equity,BOTH
NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1,INE023H01027,532649,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,B ,1.0,INE023H01027,Pharmaceuticals,Equity,BOTH
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2,INE189I01024,532864,NELCAST,NELCAST LTD.,Active,B ,2.0,INE189I01024,Other Industrial Products,Equity,BOTH
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10,INE045B01015,504112,NELCO,NELCO LTD.,Active,B ,10.0,INE045B01015,IT Networking Equipment,Equity,BOTH
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2,INE317F01035,505355,NESCO,NESCO LTD.,Active,B ,2.0,INE317F01035,Misc.Commercial Services,Equity,BOTH
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5,INE870H01013,532798,NETWORK18,NETWORK18 MEDIA &amp; INVESTMENTS LTD.,Active,A ,5.0,INE870H01013,Holding Companies,Equity,BOTH
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10,INE794A01010,524558,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,B ,10.0,INE794A01010,Pharmaceuticals,Equity,BOTH
NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10,INE747B01016,532416,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Active,T ,10.0,INE747B01016,Publishing,Equity,BOTH
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10,INE870D01012,523630,NFL,NATIONAL FERTILIZERS LTD.,Active,B ,10.0,INE870D01012,Fertilizers,Equity,BOTH
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10,INE410P01011,539551,NH,Narayana Hrudayalaya Ltd,Active,B ,10.0,INE410P01011,Healthcare Facilities,Equity,BOTH
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10,INE848E01016,533098,NHPC,NHPC LTD.,Active,A ,10.0,INE848E01016,Electric Utilities,Equity,BOTH
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5,INE470Y01017,540769,NIACL,The New India Assurance Company Ltd,Active,B ,5.0,INE470Y01017,General Insurance,Equity,BOTH
NIBE,NIBE Limited,EQ,07-FEB-2025,10,1,INE149O01018,10,INE149O01018,535136,KFL,KAVITA FABRICS LTD.,Active,XT,10.0,INE149O01018,Textiles,Equity,BOTH
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2,INE047O01014,535458,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,B ,2.0,INE047O01014,Other Industrial Goods,Equity,BOTH
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2,INE161A01038,500304,NIITLTD,NIIT LTD.,Active,B ,2.0,INE161A01038,IT Training Services,Equity,BOTH
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1,INE937C01029,530377,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1.0,INE937C01029,Realty,Equity,BOTH
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10,INE310A01015,523385,NILKAMAL,NILKAMAL LTD.,Active,A ,10.0,INE310A01015,Plastic Products,Equity,BOTH
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10,1,INE395U01014,10,INE395U01014,539843,NINSYS,NINtec Systems Ltd,Active,M ,10.0,INE395U01014,IT Consulting &amp; Software,Equity,BOTH
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10,INE858F01012,532722,NITCO,NITCO LTD.,Active,B ,10.0,INE858F01012,Furniture-Furnishing-Paints,Equity,BOTH
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10,INE229H01012,532698,NITINSPIN,NITIN SPINNERS LTD.,Active,B ,10.0,INE229H01012,Textiles,Equity,BOTH
NKIND,NK Industries Limited,EQ,07-JUL-1995,10,1,INE542C01019,10,INE542C01019,519494,NKIND,N.K.INDUSTRIES LTD.,Active,T ,10.0,INE542C01019,Edible Oils,Equity,BOTH
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10,INE589A01014,513683,NLCINDIA,NLC India Ltd,Active,A ,10.0,INE589A01014,Electric Utilities,Equity,BOTH
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1,INE584A01023,526371,NMDC,NMDC LTD.,Active,A ,1.0,INE584A01023,Mining,Equity,BOTH
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10,INE163A01018,500730,NOCIL,NOCIL LTD.,Active,B ,10.0,INE163A01018,Specialty Chemicals,Equity,BOTH
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10,1,INE781B01015,10,INE781B01015,532481,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,B ,10.0,INE781B01015,Roads &amp; Highways,Equity,BOTH
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-JUN-1996,10,1,INE369C01017,10,INE369C01017,519528,NORBTEAEXP,NORBEN TEA &amp; EXPORTS LTD.,Suspended,B ,10.0,INE369C01017,Tea &amp; Coffee,Equity,BOTH
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10,INE740D01017,516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10.0,INE740D01017,Paper &amp; Paper Products,Equity,BOTH
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2,INE349A01021,530367,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2.0,INE349A01021,Industrial Machinery,Equity,BOTH
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10,INE023A01030,532256,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10.0,INE023A01030,Finance (including NBFCs),Equity,BOTH
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10,INE733E01010,532555,NTPC,NTPC LTD.,Active,A ,10.0,INE733E01010,Electric Utilities,Equity,BOTH
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10,INE096B01018,531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10.0,INE096B01018,IT Software Products,Equity,BOTH
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10,INE093I01010,533273,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.0,INE093I01010,Realty,Equity,BOTH
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5,INE881D01027,532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.0,INE881D01027,IT Consulting &amp; Software,Equity,BOTH
OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10,INE274J01014,533106,OIL,OIL INDIA LTD.,Active,A ,10.0,INE274J01014,Exploration &amp; Production,Equity,BOTH
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-AUG-1995,10,1,INE591A01010,10,INE591A01010,500313,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,B ,10.0,INE591A01010,Oil Equipment &amp; Services,Equity,BOTH
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4,INE260D01016,532439,GOLDINFRA,GOLDSTONE INFRATECH LTD.,Active,B ,4.0,INE260D01016,Industrial Machinery,Equity,BOTH
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,INE090B01011,10,INE090B01011,520021,OMAXAUTO,OMAX AUTOS LTD.,Active,B ,10.0,INE090B01011,Auto Parts &amp; Equipment,Equity,BOTH
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10,INE800H01010,532880,OMAXE,OMAXE LTD.,Active,B ,10.0,INE800H01010,Realty,Equity,BOTH
OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,INE239D01028,1,INE239D01028,531092,OMMETALS,OM METALS INFRAPROJECTS LTD.,Active,B ,1.0,INE239D01028,Construction &amp; Engineering,Equity,BOTH
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,10,1,INE474L01016,10,INE474L01016,533317,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,B ,10.0,INE474L01016,Specialty Chemicals,Equity,BOTH
ONELIFECAP,Onelife Capital Advisors Limited,BE,17-OCT-2011,10,1,INE912L01015,10,INE912L01015,533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Active,T ,10.0,INE912L01015,Investment Companies,Equity,BOTH
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5,INE213A01029,500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,Active,A ,5.0,INE213A01029,Exploration &amp; Production,Equity,BOTH
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10,INE809I01019,532944,ONMOBILE,OnMobile Global Ltd.,Active,B ,10.0,INE809I01019,Other Telecom Services,Equity,BOTH
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10,INE229A01017,517536,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,Active,B ,10.0,INE229A01017,IT Consulting &amp; Software,Equity,BOTH
OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,INE350C01017,10,INE350C01017,530135,OPTIEMUS,Optiemus Infracom Ltd,Active,T ,10.0,INE350C01017,Distributors,Equity,BOTH
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10,INE231G01010,512626,ORBTEXP,ORBIT EXPORTS LTD.,Active,B ,10.0,INE231G01010,Textiles,Equity,BOTH
ORICONENT,Oricon Enterprises Limited,BE,24-JUL-2015,2,1,INE730A01022,2,INE730A01022,513121,ORICON,ORICON ENTERPRISES LTD.-$,Active,B ,2.0,INE730A01022,Specialty Chemicals,Equity,BOTH
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10,INE998H01012,532817,ORIENTALTL,ORIENTAL TRIMEX LTD.,Active,T ,10.0,INE998H01012,Construction Materials,Equity,BOTH
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10,INE607D01018,530365,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.0,INE607D01018,Furniture-Furnishing-Paints,Equity,BOTH
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1,INE876N01018,535754,ORIENTCEM,Orient Cement Ltd,Active,B ,1.0,INE876N01018,Cement &amp; Cement Products,Equity,BOTH
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-DEC-2005,1,1,INE569C01020,1,INE569C01020,504879,ORIENTABRA,ORIENT ABRASIVES LTD.-$,Active,B ,1.0,INE569C01020,Other Industrial Products,Equity,BOTH
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1,INE750A01020,500314,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1.0,INE750A01020,Hotels,Equity,BOTH
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10,INE609C01024,526325,ORIENTLTD,ORIENT PRESS LTD.,Active,B ,10.0,INE609C01024,Containers &amp; Packaging,Equity,BOTH
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1,INE592A01026,502420,ORIENTPPR,ORIENT PAPER &amp; INDUSTRIES LTD.,Active,B ,1.0,INE592A01026,Cement &amp; Cement Products,Equity,BOTH
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1,1,INE725E01024,1,INE725E01024,590086,ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,Active,B ,1.0,INE725E01024,Mining,Equity,BOTH
ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,INE849L01019,10,INE849L01019,539015,ORTEL,Ortel Communications Ltd,Active,B ,10.0,INE849L01019,Broadcasting &amp; Cable TV,Equity,BOTH
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10,INE142A01012,500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.0,INE142A01012,Investment Companies,Equity,BOTH
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,10,1,INE143A01010,10,INE143A01010,500063,OSWALCHEM,OSWAL CHEMICALS &amp; FERTILIZERS LTD.,Delisted,B ,10.0,INE143A01010,,Equity,BOTH
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,10,1,INE143A01010,10,INE143A01010,539290,BINDALAGRO,Oswal Greentech Ltd,Active,B ,10.0,INE143A01010,Investment Companies,Equity,BOTH
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10,INE761H01022,532827,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10.0,INE761H01022,Other Apparels &amp; Accessories,Equity,BOTH
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10,INE471W01019,540648,PALASHSEC,Palash Securities Ltd,Active,T ,10.0,INE471W01019,,Equity,BOTH
PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,INE218G01033,10,INE218G01033,532521,PALRED,Palred Technologies Limited,Active,B ,10.0,INE218G01033,IT Software Products,Equity,BOTH
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1,INE922B01023,531349,PANACEABIO,PANACEA BIOTEC LTD.,Active,B ,1.0,INE922B01023,Biotechnology,Equity,BOTH
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2,INE305C01029,524820,PANAMAPET,PANAMA PETROCHEM LTD.,Active,B ,2.0,INE305C01029,Oil Marketing &amp; Distribution,Equity,BOTH
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2,INE074B01023,530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2.0,INE074B01023,Other Elect.Equip./ Prod.,Equity,BOTH
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10,INE883N01014,539889,PARAGMILK,Parag Milk Foods Ltd,Active,A ,10.0,INE883N01014,Packaged Foods,Equity,BOTH
PARASPETRO,Paras Petrofils Limited,EQ,14-FEB-1996,1,1,INE162C01024,1,INE162C01024,521246,PARASPETRO,PARAS PETROFILS LTD.,Suspended,Z ,1.0,INE162C01024,Textiles,Equity,BOTH
PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,5,1,INE561H01026,5,INE561H01026,532780,PARSVNATH,PARSVNATH DEVELOPERS LTD.,Active,B ,5.0,INE561H01026,Realty,Equity,BOTH
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1,INE244B01030,531120,PATELENG,PATEL ENGINEERING LTD.-$,Active,B ,1.0,INE244B01030,Construction &amp; Engineering,Equity,BOTH
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10,INE529D01014,526381,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Active,B ,10.0,INE529D01014,Surface Transportation,Equity,BOTH
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1,INE865T01018,539785,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,B ,1.0,INE865T01018,Paper &amp; Paper Products,Equity,BOTH
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10,INE844A01013,523260,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10.0,INE844A01013,Containers &amp; Packaging,Equity,BOTH
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5,INE932A01024,513228,PENIND,PENNAR INDUSTRIES LTD.-$,Active,B ,5.0,INE932A01024,Iron &amp; Steel/Interm.Products,Equity,BOTH
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,2,1,INE138A01028,2,INE138A01028,503031,PENINLAND,PENINSULA LAND LTD.,Active,B ,2.0,INE138A01028,Realty,Equity,BOTH
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10,INE347G01014,532522,PETRONET,PETRONET LNG LTD.,Active,A ,10.0,INE347G01014,Oil Marketing &amp; Distribution,Equity,BOTH
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10,INE134E01011,532810,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10.0,INE134E01011,Finance (including NBFCs),Equity,BOTH
PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10,INE182A01018,500680,PFIZER,PFIZER LTD.,Active,A ,10.0,INE182A01018,Pharmaceuticals,Equity,BOTH
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1,INE367G01038,532748,PFOCUS,PRIME FOCUS LTD.,Active,B ,1.0,INE367G01038,Movies &amp; Entertainment,Equity,BOTH
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10,INE560K01014,533344,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.0,INE560K01014,Finance (including NBFCs),Equity,BOTH
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10,INE179A01014,500459,PGHH,PROCTER &amp; GAMBLE HYGIENE &amp; HEALTH CARE LTD.,Active,A ,10.0,INE179A01014,Personal Products,Equity,BOTH
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10,INE199A01012,500126,MERCK,MERCK LTD.,Active,B ,10.0,INE199A01012,Pharmaceuticals,Equity,BOTH
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10,INE199A01012,533081,MERCKBBPH,MERCKBBPH,Suspended,B ,10.0,INE199A01012,,Equity,BOTH
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2,INE211B01039,503100,PHOENIXLTD,The Phoenix Mills Ltd,Active,B ,2.0,INE211B01039,Realty,Equity,BOTH
PICCADIL,Piccadily Agro Industries Limited,EQ,02-JUL-2025,10,1,INE546C01010,10,INE546C01010,530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Active,XT,10.0,INE546C01010,Sugar,Equity,BOTH
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1,INE318A01026,500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.0,INE318A01026,Specialty Chemicals,Equity,BOTH
PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1,INE603J01030,523642,PIIND,PI Industries Ltd,Active,A ,1.0,INE603J01030,Agrochemicals,Equity,BOTH
